"동별(1)",동별(2),동별(3),2020,2020,2020,2020,2020,2020,2020,2020,2020
"동별(1)",동별(2),동별(3),종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수
"동별(1)",동별(2),동별(3),소계,단독주택,단독주택,단독주택,단독주택,아파트,연립주택,다세대주택,비거주용건물내주택
"동별(1)",동별(2),동별(3),소계,소계,일반단독주택,다가구주택,영업겸용주택,소계,소계,소계,소계
"서울시",구로구,고척2동,8142,1212,112,923,177,4499,332,2029,70
"서울시",구로구,개봉2동,11045,432,28,306,98,6526,89,3961,37
"서울시",구로구,개봉3동,7266,587,67,394,126,2267,108,4234,70
"서울시",구로구,오류1동,6927,676,149,456,71,4262,255,1699,35
"서울시",구로구,오류2동,13985,529,130,311,88,9695,1694,2023,44
"서울시",구로구,수궁동,8840,334,104,182,48,1510,3213,3738,45
"서울시",구로구,가리봉동,2551,997,75,787,135,114,104,1290,46
"서울시",구로구,구로2동,7183,2672,392,1998,282,1962,121,2307,121
"서울시",구로구,개봉1동,10967,1285,79,996,210,6071,342,3209,60
"서울시",구로구,항동,6173,31,5,6,20,5426,523,192,X
"서울시",금천구,소계,68804,8807,357,7273,1177,31689,3914,23859,535
"서울시",금천구,가산동,6200,625,41,461,123,3027,193,2280,75
"서울시",금천구,독산1동,13038,483,14,372,97,10364,48,2063,80
"서울시",금천구,독산2동,4931,1355,35,1178,142,235,241,3048,52
"서울시",금천구,독산3동,6967,1322,27,1089,206,1560,305,3705,75
"서울시",금천구,독산4동,3946,1031,16,906,109,449,163,2263,40
"서울시",금천구,시흥1동,10181,1500,74,1185,241,4903,309,3379,90
"서울시",금천구,시흥2동,7981,115,34,64,17,7535,16,301,14
"서울시",금천구,시흥3동,4077,162,23,108,31,425,1984,1487,19
"서울시",금천구,시흥4동,5976,926,37,796,93,1610,453,2960,27
"서울시",금천구,시흥5동,5507,1288,56,1114,118,1581,202,2373,63
"서울시",영등포구,소계,107366,14276,2107,9783,2386,74957,1487,15474,1172
"서울시",영등포구,여의동,10202,X,X,X,X,10200,X,X,X
"서울시",영등포구,당산1동,5770,799,151,386,262,4083,X,762,125
"서울시",영등포구,당산2동,10563,330,50,187,93,8920,23,1219,71
"서울시",영등포구,양평1동,4229,659,347,165,147,3011,45,445,69
